Id,price,name,neighborhood_overview,host_id,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
FD0KJ,179.0,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,"This furnished rental is located in Nob Hill.  Just a short distance away from Union Square, the Westfield, the Embarcadero and Chinatown, this property is right in the center of a beautiful and active neighborhood. Its  historic architecture now meets new styles of shopping and dining and an urban style of living and invites a diverse mix of residents to nest nearby. The area provides a variety of grocery store options and many lovely restaurants, as well as safe walking paths across Huntington Park. There is also a vibrant nightlife, with many bars to choose from. Financial District is only a 10-minute car drive away.",107434423,2016-12-16,"New York, NY","We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",within an hour,100%,97%,f,4620.0,"['email', 'phone', 'work_email']",t,t,Downtown/Civic Center,37.78753,-122.421312,Entire rental unit,Entire home/apt,2,1 bath,,1.0,"[""High chair"", ""Hair dryer"", ""TV"", ""Dishwasher"", ""Lockbox"", ""Air conditioning"", ""Smoke alarm"", ""Elevator"", ""Crib"", ""Oven"", ""Coffee maker"", ""Private entrance"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Hangers"", ""Wifi"", ""Heating"", ""Washer \u2013\u00a0In unit"", ""BBQ grill"", ""Kitchen"", ""Hot water"", ""Dedicated workspace"", ""Gym"", ""Paid parking on premises"", ""Refrigerator"", ""Bathtub"", ""Essentials"", ""Self check-in"", ""Backyard"", ""Shampoo"", ""Long term stays allowed"", ""Dryer \u2013\u00a0In unit"", ""Bed linens"", ""Microwave""]",31,1125,31,366,1125,1125,349.6,1125.0,t,0,7,37,312,1,1,1,2023-11-18,2023-11-18,4.0,5.0,5.0,5.0,4.0,5.0,4.0,f
W6I2T,249.0,Rental unit in Redwood City · 1 bedroom · 1 bed · 1 bath,▶What's nearby <br />In Redwood Shores <br />• San Francisco Bay - 14 min drive <br />• Shoreline Amphitheatre - 21 min drive <br />• Stanford University Medical Center - 28 min drive <br />• Stanford University - 27 min drive,499043189,2023-02-01,,,within an hour,100%,99%,f,8.0,"['email', 'phone']",t,t,Redwood City,37.524371959295195,-122.26177055878232,Entire rental unit,Entire home/apt,2,1 bath,,1.0,[],1,365,1,1,365,365,1.0,365.0,t,30,59,89,162,0,0,0,,,,,,,,,,t
GLDME,43.0,Home in San Jose · 1 bedroom · 1 bed · 1.5 baths,,91606628,2016-08-24,"San Jose, CA","We are San Jose residents. We have a beautiful luxury 3-Story townhouse for rent. Individual rooms or the entire house are both available. All rooms are fully furnished. Curb parking space can be easily found. The location is IMPECCABLE. It is located in North San Jose, close to Hwy 101, 880, 680. Walking distance to Costco, multiple supermarkets, City Sports, restaurants, Fedex and post office. Only a few minutes drive to many major tech companies like Ebay, Intel and SJC airport. This is your home away from home. WELCOME IN! ",within an hour,100%,96%,t,12.0,"['email', 'phone']",t,t,San Jose,37.3903814243972,-121.88944164973468,Private room in home,Private room,1,1.5 baths,,1.0,[],1,100,1,1,100,100,1.0,100.0,t,19,49,79,119,2,2,1,2023-10-31,2023-11-30,4.5,5.0,5.0,5.0,5.0,4.5,4.5,f
TOY5Y,225.0,Townhouse in Palo Alto · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,,435994605,2021-12-14,,I’m hosting to make my tuition and making friends!,within a few hours,90%,78%,t,6.0,"['email', 'phone']",t,t,Palo Alto,37.44476368676079,-122.15451017599574,Entire townhouse,Entire home/apt,4,1.5 baths,,2.0,[],21,365,5,21,365,365,20.7,365.0,t,7,22,44,221,3,3,1,2023-09-06,2023-12-20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
VG7Z6,119.0,Home in Santa Clara · ★5.0 · 1 bedroom · 1 bed · 1 private bath,,189122613,2018-05-11,"Los Angeles, CA",,,,100%,f,1.0,['phone'],f,f,Santa Clara,37.34828872368067,-121.95628929543112,Private room in home,Private room,2,1 private bath,,1.0,[],1,1125,1,1,1125,1125,1.0,1125.0,t,0,19,49,324,4,4,0,2023-01-05,2023-01-12,5.0,5.0,4.75,5.0,5.0,5.0,5.0,t
LTKNU,175.0,Rental unit in San Francisco · ★4.80 · 1 bedroom · 1 bed · 1 bath,nob hill,1027819,2011-08-27,"San Francisco, CA","Outgoing food lover who loves to travel the world! Exploring different cities and various cultures tops my list. Work in finance, love to play soccer and just enjoy all the beautiful  places in this world.
My motto is: simplicity is key. No need for big frills and glitter ...basics will do!
Big music and book lover....oh and lets not forget the ice cream....wake me up for some good gelato any time of day! ;--) or some wholesome dark espresso will do the trick as well ;-)
cheers!",,,100%,f,1.0,"['email', 'phone', 'work_email']",t,t,Downtown/Civic Center,37.78897,-122.41245,Entire rental unit,Entire home/apt,2,1 bath,,1.0,"[""Security cameras on property"", ""Hair dryer"", ""Lockbox"", ""Elevator"", ""Smoke alarm"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Iron"", ""Extra pillows and blankets"", ""Hangers"", ""Wifi"", ""Heating"", ""Kitchen"", ""Hot water"", ""Dedicated workspace"", ""Refrigerator"", ""TV with Amazon Prime Video, Netflix, Hulu"", ""Essentials"", ""Self check-in"", ""Shampoo"", ""Bed linens""]",30,80,30,30,80,80,30.0,80.0,t,29,59,89,364,78,0,0,2011-09-05,2018-01-11,4.8,4.7,4.71,4.94,4.99,4.9,4.63,f
1ZNPU,67.0,Home in Mountain View · ★4.94 · 1 bedroom · 1 bed · 3.5 shared baths,Central in the middle of a older neighborhood with mature trees and a nearby park.,14166472,2014-04-11,"Mountain View, CA",,within an hour,100%,99%,t,12.0,"['email', 'phone']",t,t,Mountain View,37.39455,-122.09011,Private room in home,Private room,2,3.5 shared baths,,1.0,[],2,1125,2,2,1125,1125,2.0,1125.0,t,15,42,72,347,69,10,0,2018-05-11,2023-09-02,4.94,4.96,4.83,4.99,4.99,4.84,4.91,f
OJVRJ,61.0,Home in Daly City · ★4.87 · 1 bedroom · 1 bed · 1 private bath,"We are about 20min drive/train Ride to downtown SF, a short drive to Ocean Beach SF as well as mins from Golden Gate Park<br /><br />        Very safe and quiet. Restaurants, shops and beaches are nearby. Mar Vista Stable Horse back riding place is only a few min walk from the house. <br />Shops & Stores near by are:<br />Safeway, Worlds Market, Home Depot, Ross clothing, Burlington....etc<br />Blue line pizza is my favorite.",105174137,2016-11-26,"Daly City, CA","Hello, my name is Mocen and My background is hospitality and customer service. I graduated in Criminal Justice in 2018, but decided to stick with the hospitality industry and entrepreneurship. I have worked in the customer service and hospitality industry most of my life. I really enjoy hosting people and sharing an authentic and local experience with visitors. 

I run a very well organized and professional airbnb. My goal here is to provide an affordable and quiet place for you to call home during your visit. I'm also proud to provide a quality and clean stay for your enjoyment, especially after a long day of sight seeing and  hustle & bustle. 

I might have multiple rules and instructions, but trust me, most of my guests enjoy these rules as it allows them to have a relaxing and safe stay while they are here. 

Empathy, respect and kindness are key elements of a successful hospitality operation and experience. ",within an hour,97%,98%,t,11.0,"['email', 'phone']",t,t,Daly City,37.6925,-122.49243,Private room in home,Private room,2,1 private bath,,1.0,[],2,1125,1,2,1125,1125,2.0,1125.0,t,0,0,0,0,142,26,1,2019-05-23,2023-11-24,4.87,4.89,4.92,4.92,4.94,4.8,4.78,f
MQ3JX,150.0,Townhouse in San Jose · 2 bedrooms · 2 beds · 2 baths,Santa row <br />Valley fair mall<br />Highway 280,48674702,2015-11-10,"Fremont, CA",,within a few hours,100%,100%,f,1.0,"['email', 'phone']",t,t,San Jose,37.30421,-121.97345,Entire townhouse,Entire home/apt,4,2 baths,,2.0,[],9,1125,9,9,1125,1125,9.0,1125.0,t,1,21,51,51,2,1,0,2020-03-04,2023-01-30,5.0,5.0,4.5,5.0,4.5,4.5,4.5,t
5PNF9,100.0,Home in Sunnyvale · ★4.91 · 1 bedroom · 1 bed · 1 bath,5 min walk to Lakewood park <br /><br />Home opens to the John W. Christian Greenbelt <br /><br />Delicious food trucks and Asian restaurants less than 5 mins drive.<br /><br />Super close to both Sunnyvale and Mountain View downtown.,24562019,2014-12-06,"Sunnyvale, CA",,within an hour,100%,96%,t,1.0,"['email', 'phone', 'work_email']",t,t,Sunnyvale,37.39722,-122.00756,Entire home,Entire home/apt,2,1 bath,,1.0,[],3,1125,3,90,1125,1125,39.0,1125.0,t,12,22,52,327,110,22,1,2019-06-19,2023-11-25,4.91,4.97,4.91,4.98,4.93,4.92,4.93,f
NGQHS,95.0,Rental unit in San Francisco · ★4.76 · 1 bedroom · 1 bed · 1 bath,"Cole Valley is like a little village literally in the middle of the city with restaurants, shops and easy access to anywhere in the city, including downtown. The N Judah subway line goes right through Cole Valley and it takes you downtown or to Ocean Beach in 15-20 minutes.",32300861,2015-04-30,"San Francisco, CA","My husband and I are Architects and have been living in San Francisco and the neighborhood of Cole Valley since 1990. We love our neighborhood and we love our home which we painstakingly remodeled not too long ago.  We love nature and being able to take advantage of all that this wonderful city has to offer. We are near Golden Gate Park and Sutro Forest with lots of walking trails in the middle of the city. We also love being walking distance to fantastic restaurants, shops, museums and public transportation. We tried to make our garden apartment as beautiful, comfortable and peaceful as possible for hosting guests. I hope you enjoy our cozy studio and the location as much as we do!",within an hour,100%,0%,f,1.0,"['email', 'phone']",t,t,Inner Sunset,37.76284,-122.45487,Entire rental unit,Entire home/apt,2,1 bath,,1.0,"[""Hair dryer"", ""Ethernet connection"", ""Smoke alarm"", ""Oven"", ""Free street parking"", ""Fire extinguisher"", ""Patio or balcony"", ""Coffee maker"", ""Private entrance"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Extra pillows and blankets"", ""Hangers"", ""Wifi"", ""Heating"", ""Kitchen"", ""Hot water"", ""Refrigerator"", ""Essentials"", ""Stove"", ""Backyard"", ""Shampoo"", ""Dishes and silverware"", ""Long term stays allowed"", ""Bed linens"", ""Microwave"", ""TV with standard cable"", ""Paid parking off premises""]",30,180,30,30,180,180,30.0,180.0,t,0,0,21,21,75,0,0,2015-05-26,2017-12-22,4.76,4.89,4.88,4.77,4.77,4.83,4.73,f
EI5AJ,199.0,Hotel in Oakland · ★4.40 · 1 bedroom · 1 bed · 1 bath,Oakland Museum of California - 3.3 miles <br />Kaiser Permanente Oakland Medical Center -0.8 miles <br />Paramount Theater - 1.6 miles <br />Children's Fairyland - 1.8 miles <br />Oakland-Jack London Square Station - 4.6 miles <br />Oakland International Airport - 12.0 miles,502000472,2023-02-20,,,within an hour,100%,99%,f,798.0,"['email', 'phone']",f,t,Piedmont Avenue,37.8300759458833,-122.25467350683502,Room in hotel,Private room,2,1 bath,,1.0,[],1,1125,1,1,1,1125,1.0,874.4,t,30,60,90,364,10,10,1,2023-04-29,2023-12-03,4.4,4.5,4.2,4.6,4.9,4.6,4.4,t
HPISM,86.0,Rental unit in San Jose · 1 bedroom · 1 bed · 1 shared bath,"Its super safe we have security and its beautiful, it looks like a resort.",193587531,2018-06-05,"San Jose, CA",,,,,f,1.0,"['email', 'phone']",t,t,San Jose,37.2446,-121.80036,Private room in rental unit,Private room,1,1 shared bath,,1.0,[],1,1125,1,1,1125,1125,1.0,1125.0,f,0,0,0,0,0,0,0,,,,,,,,,,f
IV7TX,156.0,Serviced apartment in Santa Clara · 1 bedroom · 1 bed · 1 bath,,511930449,2023-04-26,"San Francisco, CA","We built Zeus Living so you can feel at home wherever opportunity takes you. Whether it’s for a month, a year, or sometime in between, you can count on a thoughtfully designed home and a comfortable, easy stay. Our technology helps us select homes you’ll love in ideal locations at a good value, while our expert team handles all the details. Based in San Francisco, and operating in major metros across the US.",within a few hours,100%,91%,f,74.0,"['email', 'phone']",t,t,Santa Clara,37.394437453798815,-121.94389402772704,Entire serviced apartment,Entire home/apt,4,1 bath,,1.0,[],31,731,31,31,731,731,31.0,731.0,t,17,47,77,88,1,0,0,2021-09-18,2021-09-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
4JGTR,35.0,Home in San Jose · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,"Located in a quiet and safe community in downtown San Jose, the environment is beautiful, free street parking. The transportation is very convenient, the bus station is only two minutes away, and many restaurants, cafes, groceries, gyms, laundry, etc. are within walking distance.",16093594,2014-05-28,"San Jose, CA","I'm Daniel, software engineer by trade living in the San Francisco Bay Area since 2000. Currently, I am working on my own startup. If you are a techie or interested in the startup, we will have a lot in common :) 

My wife Grace just moved out here a couple of years ago, but she is well known for her hospitality when she ran her family business in China. 

Together we love design cozy spaces with tech gadgets, travel, meeting new people and consistently looking for new ideas to improve our spaces. Don't hesitate to reach out for feedback or if you need anything from us :)",within an hour,100%,100%,t,46.0,"['email', 'phone', 'work_email']",t,t,Unincorporated Areas,37.3220851,-121.9342006,Private room in home,Private room,2,2 shared baths,,1.0,[],1,365,1,1,1125,1125,1.0,1125.0,t,1,8,29,161,19,19,0,2022-12-28,2023-07-28,5.0,5.0,4.95,5.0,4.95,5.0,5.0,f
SFQKJ,60.0,Home in San Francisco · 1 bedroom · 5 shared baths,,267895362,2019-06-11,"San Francisco, CA","Hacknsleep,com - we create a friendly co-living environment and provide rooms for carefully chosen members in newly remodeled houses conveniently located in Silicon Valley since 2015.
",within a day,100%,0%,f,73.0,"['email', 'phone']",t,t,Nob Hill,37.7932,-122.42039,Private room in home,Private room,2,5 shared baths,,,"[""Essentials"", ""Heating"", ""Self check-in"", ""Fire extinguisher"", ""Kitchen"", ""Dryer"", ""Washer"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Iron"", ""Smoke alarm"", ""First aid kit"", ""Hangers"", ""Lock on bedroom door"", ""Wifi"", ""Keypad""]",365,1125,365,365,1125,1125,365.0,1125.0,t,30,60,90,365,0,0,0,,,,,,,,,,f
UOKUE,157.0,Rental unit in Los Gatos · ★4.96 · 1 bedroom · 1 bed · 1 bath,This neighborhood is quiet surrounded by native oak trees.  There is open space behind the house so you have the feeling of being in nature.  And there is a walking trail near the house that leads to a park/tennis court/pickle ball court,49878685,2015-11-25,"Los Gatos, CA","I am a proud Los Gatos native.
Love to host people and learn about where they are from.
I enjoy traveling, the outdoors and spending time with friends and family.",within a few hours,100%,88%,t,1.0,"['email', 'phone', 'work_email']",t,t,Los Gatos,37.25533,-121.98106,Entire rental unit,Entire home/apt,2,1 bath,,1.0,[],2,45,2,2,45,45,2.0,45.0,t,9,19,19,167,51,12,0,2017-06-30,2023-10-25,4.96,4.98,4.92,5.0,4.96,4.96,4.98,f
TPFLH,145.0,Condo in San Francisco · ★5.0 · 1 bedroom · 2 beds · 1 bath,"TWIN PEAKS <br />The second highest natural point in the city, Twin Peaks is popular due to its central location and unobstructed views all around the SF Bay. Twin Peaks San Francisco is an accessible for everyone, whether you hike up, drive up, or climb further up from the parking lot. With no trees or buildings in the way, you get 360-degree views from its summits and an incredible vantage point of SF's treasures. <br /><br />CASTRO<br />The Castro District is a neighborhood in Eureka Valley in San Francisco and one of the first gay neighborhoods in the United States. Having transformed from a working-class neighborhood through the 1960s and 1970s, the Castro remains one of the most prominent symbols of LGBTQ activism and events in the world. Modern day Castro is buzzing with activity from renown eateries and bars, street art, and unique stores.",45487490,2015-10-01,"San Francisco, CA",,within an hour,90%,94%,f,3.0,"['email', 'phone']",t,t,Twin Peaks,37.75609,-122.44187,Entire condo,Entire home/apt,3,1 bath,,2.0,"[""Clothing storage: closet, wardrobe, and dresser"", ""Portable heater"", ""Piano"", ""Security cameras on property"", ""Coffee"", ""Hot water kettle"", ""Hair dryer"", ""Dishwasher"", ""Laundromat nearby"", ""Smoke alarm"", ""Elevator"", ""Toaster"", ""Blender"", ""Free parking on premises"", ""Coffee maker: Keurig coffee machine"", ""Free street parking"", ""Electric stove"", ""Pets allowed"", ""Fire extinguisher"", ""Room-darkening shades"", ""Exercise equipment: free weights, yoga mat"", ""Central heating"", ""City skyline view"", ""Washer"", ""Carbon monoxide alarm"", ""Board games"", ""Iron"", ""Cooking basics"", ""Extra pillows and blankets"", ""Hangers"", ""Wine glasses"", ""Hisense refrigerator"", ""Wifi"", ""Freezer"", ""Bay view"", ""55\"" HDTV"", ""Kitchen"", ""Hot water"", ""Dedicated workspace"", ""First aid kit"", ""Conditioner"", ""Cleaning products"", ""Body soap"", ""Bathtub"", ""Indoor fireplace: wood-burning"", ""Essentials"", ""Self check-in"", ""Smart lock"", ""Shampoo"", ""Dishes and silverware"", ""Baking sheet"", ""Fireplace guards"", ""Children\u2019s books and toys"", ""Stainless steel oven"", ""Bed linens"", ""Microwave""]",30,365,30,30,365,365,30.0,365.0,t,7,26,55,55,3,3,1,2023-03-08,2023-11-15,5.0,5.0,5.0,5.0,5.0,5.0,4.67,t
